_id,name,__v
680b3ad84c3758a87f13d7a3,Math,0
680b3ad84c3758a87f13d7a6,Literature,0
680b3ad84c3758a87f13d7a9,Foreign Language,0
680b3ad84c3758a87f13d7ad,Physics,0
680b3ad84c3758a87f13d7b0,Chemistry,0
680b3ad94c3758a87f13d7b3,Biology,0
680b3ad94c3758a87f13d7b6,History,0
680b3ad94c3758a87f13d7b9,Geography,0
680b3ad94c3758a87f13d7bc,Civic,0
